Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C,22,TOR,73,28,1725,5.5,12.6,0.439,1.2,3.3,0.359,4.4,9.3,0.468,1.6,2.7,0.595,3,6.8,9.9,1.7,0.8,0.9,1.8,3.2,13.9,achiupr01
2,Steven Adams,C,28,MEM,76,75,1999,3.8,6.9,0.547,0,0,0,3.8,6.9,0.548,1.9,3.6,0.543,6.3,7.4,13.7,4.6,1.2,1.1,2.1,2.8,9.5,adamsst01
3,Bam Adebayo,C,24,MIA,56,56,1825,8,14.4,0.557,0,0.1,0,8,14.3,0.562,5,6.7,0.753,2.7,8.4,11.1,3.7,1.6,0.9,2.9,3.4,21.1,adebaba01
4,Santi Aldama,PF,21,MEM,32,0,360,5.3,13.2,0.402,0.6,4.8,0.125,4.7,8.4,0.56,2,3.2,0.625,3.3,5.4,8.7,2.1,0.6,1,1.6,3.6,13.2,aldamsa01
5,LaMarcus Aldridge,C,36,BRK,47,12,1050,8.6,15.7,0.55,0.5,1.6,0.304,8.2,14.1,0.578,3.1,3.5,0.873,2.5,6.3,8.8,1.4,0.5,1.6,1.5,2.7,20.8,aldrila01
6,Nickeil Alexander-Walker,SG,23,TOT,65,21,1466,6.2,16.7,0.372,2.6,8.3,0.311,3.6,8.4,0.433,2,2.7,0.743,0.9,3.7,4.6,3.8,1.1,0.6,2.3,2.5,17,alexani01
6,Nickeil Alexander-Walker,SG,23,NOP,50,19,1317,6.5,17.3,0.375,2.6,8.3,0.311,3.9,8.9,0.434,1.9,2.7,0.722,1,3.5,4.5,3.8,1.1,0.5,2.3,2.4,17.5,alexani01
6,Nickeil Alexander-Walker,SG,23,UTA,15,2,149,3.9,11.6,0.333,2.4,8,0.303,1.4,3.6,0.4,2.7,2.9,0.917,0.2,5.3,5.6,4.1,1.2,1,1.9,3.6,12.8,alexani01
7,Grayson Allen,SG,26,MIL,66,61,1805,5.1,11.3,0.448,3.2,7.8,0.409,1.9,3.6,0.533,1.3,1.5,0.865,0.6,3.8,4.4,2,0.9,0.4,0.9,1.9,14.6,allengr01
8,Jarrett Allen,C,23,CLE,56,56,1810,7.3,10.8,0.677,0,0.2,0.1,7.3,10.6,0.688,3.3,4.6,0.708,3.8,8.2,12,1.8,0.9,1.5,1.9,1.9,18,allenja01
9,Jose Alvarado,PG,23,NOP,54,1,834,5.7,12.7,0.446,1.4,4.7,0.291,4.3,7.9,0.538,1.6,2.3,0.679,1.1,3.2,4.3,6.6,3.1,0.3,1.7,3.2,14.2,alvarjo01
10,Justin Anderson,SF,28,TOT,16,6,316,4.1,10.8,0.379,1.7,6.7,0.254,2.4,4.1,0.583,1.7,2.2,0.789,0.5,4.8,5.2,3.8,0.9,0.7,0.9,2.5,11.6,anderju01
10,Justin Anderson,SF,28,CLE,3,0,47,3.1,6.1,0.5,1.5,4.6,0.333,1.5,1.5,1,2.3,3.1,0.75,0,4.6,4.6,4.6,0.8,0,1.5,3.1,10,anderju01
10,Justin Anderson,SF,28,IND,13,6,269,4.3,11.6,0.368,1.7,7.1,0.245,2.5,4.6,0.559,1.6,2,0.8,0.5,4.8,5.4,3.6,0.9,0.8,0.8,2.4,11.9,anderju01
11,Kyle Anderson,PF,28,MEM,69,11,1484,5.1,11.4,0.446,0.9,2.6,0.33,4.2,8.7,0.481,1.6,2.5,0.638,1.7,7.3,8.9,4.4,1.9,1.1,1.7,2.6,12.6,anderky01
12,Giannis Antetokounmpo,PF,27,MIL,67,67,2204,11.3,20.3,0.553,1.2,4,0.293,10.1,16.4,0.616,9,12.5,0.722,2.2,10.5,12.7,6.3,1.2,1.5,3.6,3.5,32.7,antetgi01
13,Thanasis Antetokounmpo,SF,29,MIL,48,6,473,5.3,9.7,0.547,0.2,1.1,0.143,5.2,8.7,0.596,2.2,3.5,0.63,3,4.6,7.7,1.7,1.2,0.9,2,5.2,13,antetth01
14,Carmelo Anthony,PF,37,LAL,69,3,1793,6.4,14.5,0.441,3,8,0.375,3.4,6.5,0.521,2.7,3.2,0.83,1.2,4.5,5.8,1.4,0.9,1,1.2,3.3,18.5,anthoca01
15,Cole Anthony,PG,21,ORL,65,65,2059,6.2,15.9,0.391,2.3,6.8,0.338,3.9,9.1,0.432,3.8,4.4,0.854,0.6,5.5,6.1,6.5,0.8,0.3,3,3,18.6,anthoco01
16,OG Anunoby,SF,24,TOR,48,48,1728,6.4,14.5,0.443,2.4,6.6,0.363,4,7.9,0.511,1.9,2.5,0.754,1.5,4,5.5,2.6,1.5,0.5,1.7,2.7,17.1,anunoog01
17,Ryan Arcidiacono,PG,27,NYK,10,0,76,2.8,5.7,0.5,1.9,4.3,0.444,0.9,1.4,0.667,0,0,,0,3.8,3.8,1.9,0.5,0,1.4,2.4,7.6,arcidry01
18,Trevor Ariza,SF,36,LAL,24,11,462,2.6,7.7,0.333,1.6,5.8,0.27,1,1.9,0.52,0.8,1.4,0.556,0.8,5.6,6.4,2.1,1,0.5,0.9,1.6,7.5,arizatr01
19,D.J. Augustin,PG,34,TOT,55,2,883,3.8,9.1,0.423,2.8,6.7,0.415,1.1,2.4,0.448,1.5,1.8,0.884,0.4,2.3,2.8,4.4,0.7,0,2.3,1.6,12,augusdj01
19,D.J. Augustin,PG,34,HOU,34,2,510,3.9,9.6,0.404,2.8,6.8,0.406,1.1,2.8,0.4,2.3,2.7,0.868,0.5,2.4,2.9,5.2,0.7,0,3.2,1.2,12.8,augusdj01
19,D.J. Augustin,PG,34,LAL,21,0,373,3.8,8.3,0.453,2.8,6.6,0.426,1,1.7,0.556,0.5,0.5,1,0.4,2.2,2.6,3.2,0.7,0.1,1.1,2.1,10.8,augusdj01
20,Deni Avdija,SF,21,WAS,82,8,1984,4.5,10.5,0.432,1.5,4.7,0.317,3,5.8,0.525,1.9,2.5,0.757,0.9,6.8,7.7,3,1.1,0.8,1.6,3.4,12.4,avdijde01
21,Joel Ayayi,SG,21,WAS,7,0,20,1.8,10.8,0.167,0,1.8,0,1.8,9,0.2,0,0,,1.8,3.6,5.4,7.2,0,0,0,0,3.6,ayayijo01
22,Deandre Ayton,C,23,PHO,58,58,1713,9.3,14.6,0.634,0.1,0.4,0.368,9.1,14.2,0.642,2.2,3,0.746,3.1,9.3,12.5,1.8,0.8,0.8,1.9,3,21,aytonde01
23,Udoka Azubuike,C,22,UTA,17,6,195,6.8,9,0.755,0,0,,6.8,9,0.755,1.1,2,0.545,3.3,9.8,13.1,0,0.2,2,2.2,4.6,14.8,azubuud01
24,Marvin Bagley III,PF,22,TOT,48,25,1153,7,13.9,0.504,0.7,3,0.237,6.3,10.9,0.579,2.1,3.2,0.663,3.3,7.3,10.6,1.1,0.7,0.6,1.2,2.9,16.9,baglema01
24,Marvin Bagley III,PF,22,SAC,30,17,663,6.2,13.4,0.463,0.8,3.4,0.242,5.4,10,0.538,1.9,2.6,0.745,3.6,8,11.7,0.9,0.5,0.6,1.1,2.7,15.1,baglema01
24,Marvin Bagley III,PF,22,DET,18,8,490,8.2,14.7,0.555,0.6,2.6,0.229,7.6,12.1,0.624,2.4,4,0.593,2.8,6.2,9,1.4,1,0.5,1.3,3.2,19.2,baglema01
25,LaMelo Ball,PG,20,CHO,75,75,2422,8,18.6,0.429,3.3,8.4,0.389,4.7,10.2,0.462,3.2,3.6,0.872,1.6,5.8,7.4,8.5,1.8,0.4,3.6,3.5,22.4,ballla01
26,Lonzo Ball,PG,24,CHI,35,35,1212,4.8,11.4,0.423,3.3,7.7,0.423,1.5,3.7,0.423,0.6,0.8,0.75,1,4.6,5.6,5.3,1.9,0.9,2.4,2.5,13.5,balllo01
27,Mo Bamba,C,23,ORL,71,69,1824,5.8,12.2,0.48,2.1,5.5,0.381,3.7,6.6,0.563,1.1,1.4,0.781,2.9,8.4,11.3,1.7,0.7,2.3,1.5,3.6,14.9,bambamo01
28,Desmond Bane,SG,23,MEM,76,76,2266,8.1,17.5,0.461,3.6,8.3,0.436,4.4,9.2,0.484,2.2,2.5,0.903,0.7,4.6,5.3,3.3,1.5,0.5,1.8,3.1,22,banede01
29,Dalano Banton,PG,22,TOR,64,1,696,4.3,10.4,0.411,0.7,2.6,0.255,3.6,7.8,0.464,1.3,2.3,0.591,2,4.4,6.4,5.1,1.4,0.5,2.7,3.5,10.6,bantoda01
30,Cat Barber,PG,27,ATL,3,0,13,0,11.1,0,0,0,,0,11.1,0,0,11.1,0,2.8,5.5,8.3,8.3,0,0,2.8,2.8,0,barbeca01
31,Harrison Barnes,PF,29,SAC,77,77,2580,5.5,11.6,0.469,2,5,0.394,3.5,6.6,0.525,4.8,5.8,0.826,1.1,4.9,6,2.6,0.7,0.2,1.6,1.3,17.7,barneha02
32,Scottie Barnes,PF,20,TOR,74,74,2617,6.3,12.8,0.492,0.8,2.7,0.301,5.5,10.2,0.543,2.2,3,0.735,2.7,5,7.7,3.5,1.1,0.8,1.9,2.6,15.6,barnesc01
33,RJ Barrett,SF,21,NYK,70,70,2417,7.3,17.8,0.408,2.1,6,0.342,5.2,11.8,0.442,4.3,6,0.714,1,5.1,6.1,3.1,0.6,0.2,2.2,2.1,20.9,barrerj01
34,Will Barton,SG,31,DEN,71,71,2277,6.2,14.2,0.438,2.5,6.8,0.365,3.7,7.4,0.504,1.6,2,0.803,0.7,4.7,5.4,4.4,0.9,0.5,2,1.8,16.5,bartowi01
35,Paris Bass,SF,26,PHO,2,0,7,10.3,30.9,0.333,0,10.3,0,10.3,20.6,0.5,10.3,10.3,1,10.3,10.3,20.6,0,5.1,0,10.3,10.3,30.9,basspa01
36,Charles Bassey,C,21,PHI,23,0,168,6.4,10.1,0.638,0,0.9,0,6.4,9.2,0.698,1.9,2.6,0.75,4.7,8.6,13.3,1.5,1.1,3.6,1.7,6.9,14.8,bassech01
37,Keita Bates-Diop,SF,26,SAS,59,14,957,5.1,9.9,0.517,0.6,2.1,0.309,4.5,7.8,0.572,1.7,2.3,0.754,2.3,6.4,8.7,1.5,1,0.5,1.7,2.3,12.6,bateske01
38,Nicolas Batum,PF,33,LAC,59,54,1463,4.4,9.5,0.463,2.7,6.6,0.4,1.7,2.9,0.607,0.6,0.9,0.658,0.7,5.5,6.3,2.5,1.4,1,1,2,12.1,batumni01
39,Kent Bazemore,SF,32,LAL,39,14,545,3,9.2,0.324,1.9,5.3,0.363,1.1,3.9,0.271,0.9,1.1,0.765,0.9,3.7,4.6,2.2,1.7,0.6,1.4,4.6,8.7,bazemke01
40,Darius Bazley,PF,21,OKC,69,53,1924,5.1,12.1,0.422,1.5,5,0.297,3.6,7.1,0.511,2.2,3.2,0.688,1.3,6.8,8.2,1.8,1.1,1.3,1.7,1.3,13.9,bazleda01
41,Bradley Beal,SG,28,WAS,40,40,1439,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,bealbr01
42,Malik Beasley,SG,25,MIN,79,18,1976,6,15.5,0.391,4.4,11.6,0.377,1.7,3.9,0.432,0.9,1.1,0.817,0.5,3.7,4.1,2.1,0.8,0.2,0.8,1.6,17.4,beaslma01
43,Jordan Bell,C,27,CHI,1,0,2,0,0,,0,0,,0,0,,0,0,,18,0,18,0,18,0,0,36,0,belljo01
44,DeAndre' Bembry,SF,27,TOT,56,20,1026,4.4,7.8,0.561,0.5,1.3,0.417,3.8,6.5,0.589,0.7,1.2,0.6,1.5,4.2,5.7,2.3,1.7,0.9,1.1,4,10,bembrde01
44,DeAndre' Bembry,SF,27,BRK,48,20,949,4.6,8.1,0.568,0.6,1.4,0.417,4,6.7,0.599,0.8,1.3,0.6,1.4,4.3,5.8,2.3,1.8,0.9,1.1,3.9,10.5,bembrde01
44,DeAndre' Bembry,SF,27,MIL,8,0,77,1.4,3.7,0.375,0,0,,1.4,3.7,0.375,0,0,,1.9,3.3,5.1,2.8,0.9,0,0.5,4.2,2.8,bembrde01
45,Dāvis Bertāns,PF,29,TOT,56,0,806,4.4,12.3,0.36,3.4,10.3,0.335,1,2,0.489,1.6,1.8,0.9,0.5,4.7,5.2,1.4,0.8,0.5,0.8,3.8,13.9,bertada01
